,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
2333,2020564777,Bouquiner : Autobiobibliographie,Annie FranÃ?Â§ois,2002,Seuil
2339,2020591944,Twist tropique,Francis Mizio,2003,Seuil
2342,2070378411,L'Enchanteur,RenÃ?Â© Barjavel,1987,Gallimard
2343,2070404722,Prisonniers du paradis,Arto Paasilinna,1998,Gallimard
2344,2070406962,Des chrÃ?Â©tiens et des maures,Daniel Pennac,1999,Gallimard
2349,2070408450,Saga,Tonino Benacquista,1999,Gallimard
2350,2070425770,La Douce empoisonneuse,Arto Paasilinna,2003,Gallimard
2351,2070725804,Comme un roman,Daniel Pennac,1992,Gallimard
2353,2226070109,Un aller simple: Roman,Didier van Cauwelaert,1994,Albin Michel
2357,2226135022,Oscar et la dame rose,Eric-Emmanuel Schmitt,2002,Albin Michel
2365,2253049417,"Bilbo, Le Hobbit",J. R. R. Tolkien,2002,Pocket (FR)
2369,2253171670,Les RiviÃ?Â¨res pourpres,Jean-Christophe GrangÃ?Â©,2001,Le Livre de Poche
2372,2264010991,Nocturne indien,Antonio Tabucchi,1988,Editions 10/18
2373,2264029463,Au lit !,Baddiel,2000,Editions 10/18
2374,2264031158,"Amour, Prozac, et autres curiositÃ?Â©s",Lucia Etxebarria,2000,Editions 10/18
2378,2266102028,NÃ?Â©fertiti dans un champ de canne Ã?Â  sucre,Philippe Jaenada,2000,Pocket
2379,2266102621,Les Heures / The Hours,Michael Cunningham,2001,Pocket (FR)
2386,2266104535,Et Si C'Etait Vrai / If This Were Only True,Marc Levy,2001,Pocket
2397,2290303488,"Le Cycle d'Ender, tome 4 : Les Enfants de l'esprit",Orson Scott Card,2003,J'ai lu
2400,2290308285,"Le Cycle d'Ender, tome 1 : La StratÃ?Â©gie Ender",Scott Card Orson,2001,J'ai lu
2407,2290312924,"Le Cycle d'Ender, tome 2 : La Voix des morts",Scott Card Orson,2001,J'ai lu
2412,2290315524,"Le Cycle d'Ender, tome 3 : XÃ?Â©nocide",Card Orson Scott,2001,J'ai lu
2416,2290321559,"Le Poulpe, numÃ?Â©ro 17 : Touche pas Ã?Â  mes deux seins",Martin Winckler,2002,J'ai lu
2419,2742729038,Un lieu sÃ?Â»r,Barbara Gowdy,2000,Actes Sud
2421,2841469824,Le cimetiÃ?Â¨re des Ã?Â©lÃ?Â©phants,Maryse Lamigeon,2001,Syros la DÃ?Â©couverte
2423,2869305583,Un tout petit monde,David Lodge,1992,Rivages
2426,2895400644,J'Ã?Â©tais si timide que j'ai mordu la maÃ?Â®tresse,Minne,2003,Les 400 coups
2430,2907572121,Les bruines de Lanester,Jean Failler,2003,Du Palemon
2432,3453150538,Weit wie das Meer.,Nicholas Sparks,1999,Heyne
2434,0060011939,Veronika Decide Morir,Paulo Coelho,2001,Rayo
2439,0140187758,O Pioneers! (Penguin Twentieth-Century Classics),Willa Cather,1994,Penguin Books
2442,0316154601,Lost Light,Michael Connelly,2003,"Little, Brown"
2445,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books
2592,2070419657,Soie,Alessandro Baricco,2001,Gallimard
2596,2253063339,Les Fourmis,Bernard Werber,2002,LGF
2607,2253137243,Le Jour des fourmis,Bernard Werber,1995,LGF
2612,2253144452,La RÃ?Â©volution des fourmis,Bernard Werber,1998,LGF
2619,2253152072,L'Empire des Anges,B. Werber,2001,LGF
2622,2264027134,Haute FidÃ?Â©litÃ?Â©,Nick Hornby,1999,Editions 10/18
2629,226612269X,Ou Es-Tu?,Marc Levy,2003,Distribooks Inc
2633,2290318329,L'Homme aux cercles bleus,Fred Vargas,2002,J'ai lu
2636,2878580753,Un peu plus loin sur la droite (Chemins nocturnes),Fred Vargas,1996,V. Hamy
2639,8423310353,El Camino (Coleccion Destinolibro),Miguel Delibes,1991,Continental Book Company
2645,0446310786,To Kill a Mockingbird,Harper Lee,1988,Little Brown &amp; Company
2756,3423118709,Title Kassandra. ErzÃ?Â¤hlung. ( Sammlung Luchterhand im dtv).,Christa Wolf,1993,Dtv
2759,3442723078,Die Asche Meiner Mutter,Frank McCourt,1999,"Wilhelm Goldmann Verlag, GmbH"
2760,3499153629,"Ich sehe was, was du nicht siehst. Acht unglaubliche Geschichten.",Roald Dahl,1984,Rowohlt Tb.
2761,0312966970,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999,St. Martin's Paperbacks
2813,0312169817,To The Last Breath : Three Women Fight For The Truth Behind A Child's Tragic Murder,Carlton Stowers,1998,St. Martin's Press
2814,0312864590,"Crossroads of Twilight (The Wheel of Time, Book 10)",Robert Jordan,2003,Tor Fantasy
2817,0345348664,The Illearth War (Chronicles of Thomas Covenant the Unbeliever),Stephen R. Donaldson,1989,Del Rey Books
2820,0345348672,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, Book 3)",Stephen R. Donaldson,1993,Del Rey Books
2824,0345354621,The Terminal Man,Michael Crichton,1988,Ballantine Books
2837,0345385764,Night Manager,JOHN LE CARRE,1994,Ballantine Books
2839,0345435036,Crying Wolf,PETER ABRAHAMS,2001,Fawcett
2841,0425104273,The First Deadly Sin,Lawrence Sanders,1993,Berkley Publishing Group
2844,0425172546,Southern Cross,Patricia Daniels Cornwell,1999,Berkley Publishing Group
2877,0440218667,The Select,F. Paul Wilson,1995,Dell
2880,0440220602,The Chamber,John Grisham,1995,Dell Publishing Company
2947,0451180054,Trial by Fire,Nancy Taylor Rosenberg,1996,Signet Book
2953,0451198514,Stealing Faces,Michael Prescott,1999,Signet Book
2956,0515131520,Darkling I Listen,Katherine Sutcliffe,2001,Jove Books
2959,0553266306,The Day of the Jackal,Frederick Forsyth,1982,Bantam Books
2960,0765342987,Kushiel's Dart,Jacqueline Carey,2002,Tor Books
2979,0812550307,"The Fires of Heaven (The Wheel of Time, Book 5)",Robert Jordan,1994,Tor Fantasy
2992,0843949163,In the Dark,Richard Laymon,2001,Leisure Books
2996,0886773741,Tailchaser's Song,Tad Williams,1994,Daw Books
3000,0886774802,"Stone of Farewell (Memory, Sorrow, and Thorn, Book 2)",Tad Williams,1994,Daw Books
3007,0886774829,"Stronghold (Dragon Star, Book 1)",Melanie Rawn,1994,Daw Books
3015,0886775426,"The Dragon Token (Dragon Star, Book 2)",Melanie Rawn,1994,Daw Books
3022,0886775957,"Skybowl (Dragon Star, Book 3)",Melanie Rawn,1994,Daw Books
3030,0886777178,"Crown of Shadows (The Coldfire Trilogy, Book 3)",C. S. Friedman,1996,Daw Books
3033,1572971835,Courage Under Fire,Patrick Sheane Duncan,1996,Berkley Publishing Group
3035,3499221489,Heimkehr.,Rosamunde Pilcher,1997,Rowohlt Tb.
3036,0345425596,The Spice Girls: The Uncensored Story Behind Pop's Biggest Phenomenon,Anna Louise Golden,1997,Ballantine Books
3037,0590260251,"Karen's Angel (Baby-Sitters Little Sister, 68)",Ann M. Martin,1995,Scholastic
3038,0590417827,"Karen's Kittycat Club (Baby-Sitters Little Sister, 4)",Ann M. Martin,1989,Scholastic Paperbacks
3040,0590426702,Karen's Haircut (Baby-Sitters Little Sister (Paperback)),Ann M. Martin,1990,Scholastic
3041,0590436422,"Karen's Home Run (Baby-Sitters Little Sister, 18)",Ann M. Martin,1991,Scholastic
3043,0590436449,"Karen's Goldfish (Baby-Sitters Little Sister, 16)",Ann M. Martin,1995,Scholastic
3045,0590436465,Baby-Sitters Little Sister #14:  Karen's New Year,Ann M. Martin,1995,Scholastic
3046,0590436481,"Karen's Surprise (Baby-Sitters Little Sister, 13)",Ann M. Martin,1995,Scholastic
3048,059043649X,"Karen's Ghost (Baby-Sitters Little Sister, 12)",Ann M. Martin,1990,Scholastic
3049,0590442589,"Karen's School Picture (Baby-Sitters Little Sister, 5)",Ann M. Martin,1993,Scholastic
3050,0590442988,"Karen's Little Sister (Baby-Sitters Little Sister, 6)",Ann M. Martin,1990,Scholastic
3051,0590442996,"Karen's Worst Day (Baby-Sitters Little Sister, 3)",Ann M. Martin,1990,Scholastic
3053,0590448234,Karen's Carnival (Baby-Sitters Little Sister (Paperback)),Ann M. Martin,1995,Scholastic
3054,0590448595,"Karen's School Trip (Baby-Sitters Little Sister, 24)",Ann M. Martin,1992,Scholastic Paperbacks (Mm)
3056,0590456504,"Karen's Snow Day (Baby-Sitters Little Sister, 34)",Ann M. Martin,1993,Scholastic Paperbacks
3057,0060930187,The Bell Jar : A Novel (Perennial Classics),Sylvia Plath,2000,Perennial
3079,0375760911,The Idiot Girls' Action Adventure Club,Laurie Notaro,2002,Villard Books
3105,0689817851,Go Ask Alice,Anonymous,1998,Simon Pulse
3131,0874869870,She Said Yes: The Unlikely Martyrdom of Cassie Bernall,Misty Bernall,1999,Plough Publishing House
3141,0061083259,Dreamcatcher,Dinah McCall,1996,HarperTorch
3144,0061094404,Power of a Woman,Barbara Taylor Bradford,1998,HarperTorch
3148,0671793489,All Around the Town,Mary Higgins Clark,1993,Pocket Star
3172,0684845768,COAST ROAD : A NOVEL,Barbara Delinsky,1998,Simon &amp; Schuster
3174,0312244266,Winter Solstice,Rosamunde Pilcher,2000,Thomas Dunne Books
3187,3257062354,Veronika beschlieÃ?Â?t zu sterben.,Paulo Coelho,2000,"Diogenes Verlag, ZÃ?Â¼rich"
3190,3423202327,MÃ?Â¶rder ohne Gesicht.,Henning Mankell,1999,Dtv
3201,3492045170,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,Michael Moore,2003,Piper
3217,3499101505,Der Richter Und Sein Henker,Friedrich Duerenmatt,2000,Distribooks Inc
3220,3548359698,Warum MÃ?Â¤nner nicht zuhÃ?Â¶ren und Frauen schlecht einparken.,Allan Pease,2000,Ullstein Tb
3229,3550075359,Warum MÃ?Â¤nner lÃ?Â¼gen und Frauen immer Schuhe kaufen.,Allan Pease,2002,Ullstein Buchverlage GmbH &amp; Co. KG / Ullstein Tas
3230,0671011367,Deja Dead,Kathy Reichs,1998,Pocket
3253,0618045996,Riding the Bus with My Sister: A True Life Journey,Rachel Simon,2002,Houghton Mifflin Company
3258,0452282101,The Debt: What America Owes to Blacks,Randall Robinson,2001,Plume Books
3260,0671025368,The Coldest Winter Ever,Sister Souljah,2000,Pocket
3263,0553581112,Justice Hall: A Mary Russell Novel (Mary Russell Novels (Paperback)),Laurie R. King,2003,Bantam Books
3265,0805047379,The Sweetheart Season: A Novel,Karen Joy Fowler,1996,Henry Holt &amp; Company
3267,0892964456,Bootlegger's Daughter,Margaret Maron,1992,Mysterious Press
3268,0373250223,Name &amp; Address Withheld (Red Dress Ink (Paperback)),Jane Sigaloff,2002,Red Dress Ink
3281,9681500830,El Principito/Little Prince,Antonie De Saint,1998,"Editores Mexicanos Unidos, S.A."
3283,0425182150,Perish Twice,Robert B. Parker,2001,Berkley Publishing Group
3286,1883473004,Mutant Message: Down Under,Marlo Morgan,1992,Bookpeople
3290,0061000027,Dance Hall of the Dead (Joe Leaphorn Novels),Tony Hillerman,1990,HarperTorch
3299,0812511816,"The Eye of the World (The Wheel of Time, Book 1)",Robert Jordan,1990,Tor Fantasy
3325,0880381736,"Dragons of Autumn Twilight (Dragonlance Chronicles, Vol 1)",Margaret Weis,1990,TSR
3340,0880381744,Dragons of Winter Night,Margaret Weis,1985,Wizards of the Coast
3348,0060505885,The Scandalous Summer of Sissy LeBlanc : A Novel,Loraine Despres,2002,Perennial
3362,0061097101,The Saving Graces: A Novel,Patricia Gaffney,2000,HarperTorch
3388,0312283709,Running with Scissors,Augusten Burroughs,2002,St. Martin's Press
3400,0312983271,Full House (Janet Evanovich's Full Series),Janet Evanovich,2002,St. Martin's Paperbacks
3440,0380731851,Mystic River,Dennis Lehane,2002,HarperTorch
3483,0446605484,Roses Are Red (Alex Cross Novels),James Patterson,2001,Warner Vision
3517,0446611212,Violets Are Blue,James Patterson,2002,Warner Vision
