,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
1618,0312966970,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999,St. Martin's Paperbacks
1666,0425172546,Southern Cross,Patricia Daniels Cornwell,1999,Berkley Publishing Group
1695,0440220602,The Chamber,John Grisham,1995,Dell Publishing Company
1756,0375760911,The Idiot Girls' Action Adventure Club,Laurie Notaro,2002,Villard Books
1781,0671793489,All Around the Town,Mary Higgins Clark,1993,Pocket Star
1805,0671011367,Deja Dead,Kathy Reichs,1998,Pocket
1824,0812511816,"The Eye of the World (The Wheel of Time, Book 1)",Robert Jordan,1990,Tor Fantasy
1847,0061097101,The Saving Graces: A Novel,Patricia Gaffney,2000,HarperTorch
1870,0312983271,Full House (Janet Evanovich's Full Series),Janet Evanovich,2002,St. Martin's Paperbacks
1903,0380731851,Mystic River,Dennis Lehane,2002,HarperTorch
1941,0446605484,Roses Are Red (Alex Cross Novels),James Patterson,2001,Warner Vision
1970,0446611212,Violets Are Blue,James Patterson,2002,Warner Vision
1999,0451188454,The Bone Collector (Lincoln Rhyme Novels (Paperback)),Jeff Deaver,2004,Signet Book
2018,0609804138,The Sweet Potato Queens' Book of Love,JILL CONNER BROWNE,1999,Three Rivers Press
2056,0671003755,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press
2138,074343627X,Dreamcatcher,Stephen King,2001,Pocket
2159,1573229571,About a Boy (Movie Tie-In),Nick Hornby,2002,Riverhead Books
2181,0064407667,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins
2238,0385503822,The Summons,John Grisham,2002,Doubleday Books
2266,0425189864,Mortal Prey,John Sandford,2003,Berkley Publishing Group
2272,0440241073,The Summons,John Grisham,2002,Dell Publishing Company
2321,0345342968,Fahrenheit 451,RAY BRADBURY,1987,Del Rey
2396,0671027662,Coast Road: A Novel,Barbara Delinsky,1999,Pocket Books
2409,034541389X,Flesh and Blood,Jonathan Kellerman,2002,Ballantine Books
2427,0449221512,I Is for Innocent,Sue Grafton,1994,Fawcett Books
2457,0670894184,Back Roads,Tawni O'Dell,2000,Viking Books
2474,0425175405,Black Notice,Patricia Daniels Cornwell,2000,Berkley Publishing Group
2505,0440225701,The Street Lawyer,JOHN GRISHAM,1999,Dell
2548,067102423X,Bag of Bones,Stephen King,1999,Pocket
2587,0425178102,Big Trouble,Dave Barry,2001,Berkley Publishing Group
2594,0446609404,Cradle and All,James Patterson,2001,Warner Vision
2619,0446610038,1st to Die: A Novel,James Patterson,2002,Warner Vision
2688,0345404114,Sleepers,Lorenzo Carcaterra,1996,Ballantine Books
2706,0385479565,The Hot Zone,Richard Preston,1995,Anchor
2737,0553580930,A Man in Full,Tom Wolfe,1999,Bantam
2748,0804114986,The Bonesetter's Daughter,Amy Tan,2002,Ballantine Books
2785,0440414806,Holes (Yearling Newbery),LOUIS SACHAR,2000,Yearling
2810,0671042858,The Girl Who Loved Tom Gordon,Stephen King,2000,Pocket
2844,0679745203,The English Patient,Michael Ondaatje,1996,Vintage Books USA
2887,0060391626,I Know This Much Is True (Oprah's Book Club),Wally Lamb,1998,Regan Books
2914,0060502258,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,2002,HarperTorch
2982,0060987561,I Know This Much Is True,Wally Lamb,1999,Regan Books
3023,0345413881,Dr. Death (Alex Delaware Novels (Paperback)),Jonathan Kellerman,2001,Ballantine Books
3040,0385475721,The Blind Assassin,Margaret Atwood,2000,Nan A. Talese
3056,042511774X,Breathing Lessons,Anne Tyler,1994,Berkley Publishing Group
3072,0440236673,The Brethren,John Grisham,2000,Island
3114,0446604801,Jack &amp; Jill (Alex Cross Novels),James Patterson,1997,Warner Books
3143,0446606189,Cat &amp; Mouse (Alex Cross Novels),James Patterson,1998,Warner Books
3172,0446609323,Black Friday,James Patterson,1989,Warner Vision
3184,0449134482,Dances With Wolves,Michael Blake,1990,Fawcett Books
3195,0553268880,The Prince of Tides,Pat Conroy,1987,Bantam Books
3228,0553572997,The Alienist,Caleb Carr,1995,Bantam Books
3273,0671021001,She's Come Undone (Oprah's Book Club),Wally Lamb,1998,Pocket
3358,0671510053,SHIPPING NEWS,Annie Proulx,1994,Scribner
3405,0679746048,"Girl, Interrupted",SUSANNA KAYSEN,1994,Vintage
3462,1558743669,"A Child Called \It\"": One Child's Courage to Survive""",Dave Pelzer,1995,Health Communications
3508,0316969680,The Beach House,James Patterson,2002,"Little, Brown"
3531,0375703861,White Teeth: A Novel,Zadie Smith,2001,Vintage Books USA
3554,0743206045,Daddy's Little Girl,Mary Higgins Clark,2002,Simon &amp; Schuster
3569,044023722X,A Painted House,John Grisham,2001,Dell Publishing Company
3640,0312282990,The Amazing Adventures of Kavalier &amp; Clay,Michael Chabon,2001,Picador
3667,014023313X,The Stone Diaries,Carol Shields,1995,Penguin Books
3687,014029628X,Girl in Hyacinth Blue,Susan Vreeland,2000,Penguin Books
3722,038550926X,The Devil Wears Prada : A Novel,LAUREN WEISBERGER,2003,Doubleday
3749,0345443284,While I Was Gone,Sue Miller,1999,Ballantine Books
3791,0316601950,The Pilot's Wife : A Novel,Anita Shreve,1999,Back Bay Books
3871,0452282152,Girl with a Pearl Earring,Tracy Chevalier,2001,Plume Books
3971,0552998486,Chocolat,Joanne Harris,2000,Black Swan
3994,0425154092,From Potter's Field,Patricia Daniels Cornwell,1996,Berkley Publishing Group
4037,0060173289,Divine Secrets of the Ya-Ya Sisterhood : A Novel,Rebecca Wells,1996,HarperCollins
4060,0060976845,Little Altars Everywhere: A Novel,Rebecca Wells,1996,Perennial
4139,0156027321,Life of Pi,Yann Martel,2003,Harvest Books
4234,0553576801,The Perfect Husband,LISA GARDNER,1997,Bantam
4250,0312195516,The Red Tent (Bestselling Backlist),Anita Diamant,1998,Picador USA
4373,0385474016,"Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies",Laura Esquivel,1994,Anchor Books/Doubleday
4400,0446608955,A Walk to Remember,Nicholas Sparks,2000,Warner Books
4451,0553279378,I Know Why the Caged Bird Sings,MAYA ANGELOU,1983,Bantam
4480,0670892963,Bridget Jones : The Edge of Reason,Helen Fielding,2000,Viking Books
4516,0671028375,Fatal Voyage,Kathy Reichs,2002,Pocket
4531,0671683993,The Temple of My Familiar,Alice Walker,1990,Pocket
4541,0684872153,Angela's Ashes (MMP) : A Memoir,Frank McCourt,1999,Scribner
4583,0060930535,The Poisonwood Bible: A Novel,Barbara Kingsolver,1999,Perennial
4641,0060934417,Bel Canto: A Novel,Ann Patchett,2002,Perennial
4695,0061009059,One for the Money (Stephanie Plum Novels (Paperback)),Janet Evanovich,1995,HarperTorch
4743,0140067477,The Tao of Pooh,Benjamin Hoff,1983,Penguin Books
4784,014100018X,Chocolat,Joanne Harris,2000,Penguin Books
4807,0142001740,The Secret Life of Bees,Sue Monk Kidd,2003,Penguin Books
4913,0312966091,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,1998,St. Martin's Paperbacks
4959,031298328X,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003,St. Martin's Paperbacks
4983,0316096199,Lucky : A Memoir,Alice Sebold,2002,Back Bay Books
5046,0316168688,The Dogs of Babel (Today Show Book Club #12),Carolyn Parkhurst,2003,"Little, Brown"
5067,0316284955,White Oleander : A Novel (Oprah's Book Club),Janet Fitch,2000,Back Bay Books
5127,0316569321,White Oleander : A Novel,Janet Fitch,1999,"Little, Brown"
5180,0316602051,The Jester,James Patterson,2003,"Little, Brown"
5196,0316776963,Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books
5260,0316777730,Naked,David Sedaris,1998,Back Bay Books
5288,0345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,J.R.R. TOLKIEN,1986,Del Rey
5352,0345361792,A Prayer for Owen Meany,John Irving,1990,Ballantine Books
5415,0345413903,The Murder Book,Jonathan Kellerman,2003,Ballantine Books
5444,0345436911,The Dress Lodger (Ballantine Reader's Circle),Sheri Holman,2001,Ballantine Books
5468,0374199698,Middlesex: A Novel,Jeffrey Eugenides,2002,"Farrar, Straus and Giroux"
5491,0375727132,The Dive From Clausen's Pier : A Novel (Vintage Contemporaries (Paperback)),ANN PACKER,2003,Vintage
5510,0380710218,Postmortem,Patricia Daniels Cornwell,1993,Harper Mass Market Paperbacks (Mm)
5533,0380718332,All That Remains (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1993,Avon
5563,0385424736,The Rainmaker,John Grisham,1995,Doubleday Books
5585,0385484518,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",MITCH ALBOM,1997,Doubleday
5668,0385486804,Into the Wild,Jon Krakauer,1997,Anchor
5705,0399144463,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson,1998,Putnam Pub Group (Paper)
5736,0399501487,Lord of the Flies,William Gerald Golding,1959,Perigee Trade
5800,0425107469,Watchers,Dean R. Koontz,1996,Berkley Publishing Group
5828,0425116840,The Cardinal of the Kremlin (Jack Ryan Novels),Tom Clancy,1989,Berkley Publishing Group
5847,0425158616,Cause of Death,Patricia Daniels Cornwell,1997,Berkley Publishing Group
5878,0439064872,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,Scholastic
5968,0439136369,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,2001,Scholastic
6035,043936213X,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,2001,Scholastic
6057,0440224764,The Partner,John Grisham,1998,Dell Publishing Company
6106,0440236703,Tell No One,Harlan Coben,2002,Dell Publishing Company
6134,0441172717,Dune (Remembering Tomorrow),Frank Herbert,1996,ACE Charter
6171,0446602620,Blood Work,Michael Connelly,1998,Warner Books
6184,0446603716,Hide &amp; Seek,James Patterson,1996,Warner Books
6206,0446607193,Unspeakable,Sandra Brown,1999,Warner Books
6217,0446608890,Saving Faith,David Baldacci,2000,Warner Vision
6238,0449221482,J Is for Judgment,Sue Grafton,1999,Fawcett Books
6264,0449221504,K Is for Killer (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1999,Fawcett Books
6288,0451169522,Misery,Stephen King,2004,Penguin USA (Paper)
6313,0451177096,Dolores Claiborne,Stephen King,2004,Signet Book
6343,0452284449,The Virgin Blue,Tracy Chevalier,2003,Plume Books
6366,0515132020,Heaven and Earth (Three Sisters Island Trilogy),Nora Roberts,2003,Jove Books
6407,0515133302,Hemlock Bay,Catherine Coulter,2002,Jove Books
6416,0553271636,D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1988,Bantam
6453,0553274295,Where the Red Fern Grows,Wilson Rawls,1984,Random House Children's Books
6479,0553279556,E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1989,Bantam
6507,0553280341,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1986,Bantam
6553,0553280368,C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1987,Bantam
6582,0553571818,Long After Midnight,IRIS JOHANSEN,1997,Bantam
6589,0553582755,One Door Away from Heaven,Dean R. Koontz,2002,Bantam Books
6621,0671001795,Two for the Dough,Janet Evanovich,1996,Pocket
6676,0679731148,A Year in Provence,Peter Mayle,1991,Vintage Books USA
6692,0679751521,Midnight in the Garden of Good and Evil,John Berendt,1999,Vintage Books USA
6723,0743412028,Pay It Forward,Catherine Ryan Hyde,2000,Pocket
6749,080410753X,The Kitchen God's Wife,Amy Tan,1992,Ivy Books
6794,080411918X,A Patchwork Planet,ANNE TYLER,2001,Ballantine Books
6804,1400031354,Tears of the Giraffe (No.1 Ladies Detective Agency),Alexander McCall Smith,2002,Anchor
6853,1400034779,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,2003,Anchor
6913,0312144075,The Samurai's Garden : A Novel,Gail Tsukiyama,1996,St. Martin's Griffin
6923,0671027360,Angels &amp; Demons,Dan Brown,2001,Pocket Star
7033,0385722206,Balzac and the Little Chinese Seamstress : A Novel,DAI SIJIE,2002,Anchor
7091,0380718340,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1994,Avon
7135,042516098X,Hornet's Nest,Patricia Daniels Cornwell,1998,Berkley Publishing Group
7159,044022165X,The Rainmaker,JOHN GRISHAM,1996,Dell
7212,0446612790,2nd Chance,James Patterson,2003,Warner Vision
7253,0449219364,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1991,Fawcett Books
7289,0553292722,Still Waters,TAMI HOAG,1992,Bantam
7300,0553571885,A Thin Dark Line (Mysteries &amp; Horror),TAMI HOAG,1998,Bantam
7311,0345351525,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books
7362,0425169863,Point of Origin,Patricia Daniels Cornwell,1999,Berkley Publishing Group
7395,0440234743,The Testament,John Grisham,1999,Dell
7444,0446607657,When the Wind Blows,James Patterson,1999,Warner Vision
7482,0449907481,A Thousand Acres (Ballantine Reader's Circle),JANE SMILEY,1992,Ballantine Books
7504,0553579606,Ashes to Ashes,TAMI HOAG,2000,Bantam
7524,0553579754,Fear Nothing,DEAN KOONTZ,1998,Bantam
7555,0553580191,Seize the Night,DEAN KOONTZ,1999,Bantam
7573,0671888587,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
7587,0786868716,The Five People You Meet in Heaven,Mitch Albom,2003,Hyperion
7680,080410526X,All I Really Need to Know,ROBERT FULGHUM,1989,Ivy Books
7726,0070212570,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,1989,McGraw-Hill
7770,0316693200,2nd Chance,James Patterson,2002,"Little, Brown"
7796,0385508042,The King of Torts,John Grisham,2003,Doubleday Books
7827,0385510438,The Last Juror,John Grisham,2004,Doubleday
7851,1558744150,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1996,Health Communications
7879,0316777722,Me Talk Pretty One Day,David Sedaris,2000,"Little, Brown"
7901,0064400557,Charlotte's Web (Trophy Newbery),E. B. White,1974,HarperTrophy
7938,0452268060,How the Garcia Girls Lost Their Accents (Plume Contemporary Fiction),Julia Alvarez,1992,Plume Books
7952,0679734775,The House on Mango Street (Vintage Contemporaries),SANDRA CISNEROS,1991,Vintage
7978,0345435168,Open House (Oprah's Book Club (Paperback)),Elizabeth Berg,2001,Ballantine Books
7995,0743418174,Good in Bed,Jennifer Weiner,2002,Washington Square Press
8091,0385511612,Bleachers,John Grisham,2003,Doubleday
8125,0061015725,Prey,Michael Crichton,2003,Avon Books
8153,0142004235,East of Eden (Oprah's Book Club),John Steinbeck,2003,Penguin Books
8174,0375707972,The Reader,Bernhard Schlink,1999,Vintage Books USA
8224,0312421273,The Corrections: A Novel,Jonathan Franzen,2002,Picador USA
8245,1400031346,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,2002,Anchor (UK)
8267,0345391055,Disclosure,Michael Crichton,1994,Ballantine Books
8293,0380018179,The Thorn Birds,Colleen McCullough,1978,Avon
8328,034539657X,Dark Rivers of the Heart,Dean R. Koontz,1995,Ballantine Books
8343,0373825013,"Whirlwind (Tyler, Book 1)",Nancy Martin,1992,Harlequin
8353,0425133540,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996,Berkley Publishing Group
8368,0425147363,Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback)),Tom Clancy,1995,Berkley Publishing Group
8375,0440211727,A Time to Kill,JOHN GRISHAM,1992,Dell
8465,0440213525,The Client,John Grisham,1994,Dell Publishing Company
8536,0440214041,The Pelican Brief,John Grisham,1993,Dell
8613,0440218535,Smilla's Sense of Snow,Peter Hoeg,1997,Island
8622,0440222656,The Horse Whisperer,Nicholas Evans,1996,Dell
8671,0446359866,Presumed Innocent,Scott Turow,1989,Warner Books
8693,0451170385,Four Past Midnight,Stephen King,2001,Signet Book
8716,0671004565,We'll Meet Again,Mary Higgins Clark,2000,Pocket
8731,067976397X,Corelli's Mandolin : A Novel,LOUIS DE BERNIERES,1995,Vintage
8747,0515121843,Sea Swept (Quinn Brothers (Paperback)),Nora Roberts,2001,Jove Books
8772,0743225406,The Shipping News : A Novel,Annie Proulx,2001,Scribner
8787,0316769487,The Catcher in the Rye,J.D. Salinger,1991,"Little, Brown"
8886,0380717018,Body of Evidence (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1992,Avon
8908,0345441036,Black House,Stephen King,2002,Ballantine Books
8931,0449212602,The Handmaid's Tale,Margaret Atwood,1989,Fawcett Books
8988,0452264464,Beloved (Plume Contemporary Fiction),Toni Morrison,1994,Plume
9022,0449005615,Seabiscuit: An American Legend,LAURA HILLENBRAND,2002,Ballantine Books
9052,0440235162,The Smoke Jumper,Nicholas Evans,2002,Dell Publishing Company
9068,0385502532,Drowning Ruth,Christina Schwarz,2000,Doubleday
9088,0553272535,Night,Elie Wiesel,1982,Bantam Books
9117,076790592X,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",Mitch Albom,2002,Broadway
9128,0061097314,The Bean Trees,Barbara Kingsolver,1998,HarperTorch
9153,0060915544,The Bean Trees,Barbara Kingsolver,1989,Perennial
9195,0380789019,Neverwhere,Neil Gaiman,1998,Avon
9244,067976402X,Snow Falling on Cedars,David Guterson,1995,Vintage Books USA
9318,0060928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997,Perennial
9438,0446672211,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998,Warner Books
9546,0446675059,The Honk and Holler Opening Soon,Billie Letts,1999,Warner Books
9573,0440226430,Summer Sisters,Judy Blume,1999,Dell Publishing Company
9649,006019491X,Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover)),Isabel Allende,1999,HarperCollins
9664,0451163966,One Flew Over the Cuckoo's Nest,Ken Kesey,1989,Signet Book
9687,0452269571,Bastard Out of Carolina,Dorothy Allison,1993,Plume Books
9713,0375725784,A Heartbreaking Work of Staggering Genius,Dave Eggers,2001,Vintage Books USA
9764,0385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,1998,Anchor
9804,038542471X,The Client,John Grisham,1993,Doubleday Books
9820,0446532231,"Dude, Where's My Country?",Michael Moore,2003,Warner Books
9872,0446670251,The Virgin Suicides,Jeffrey Eugenides,1994,Warner Books
9917,0670880728,Bridget Jones's Diary,Helen Fielding,1998,Viking Books
9941,0679429220,Midnight in the Garden of Good and Evil: A Savannah Story,John Berendt,1994,Random House
9991,0804105820,It Was on Fire When I Lay Down on It,Robert Fulghum,1993,Ivy Books
10015,0452283205,Falling Angels,Tracy Chevalier,2002,Plume Books
10034,0684865742,Tis: A Memoir,Frank McCourt,2000,Scribner
10062,0743237188,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002,Touchstone
10103,0743437802,The Stone Monkey (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver,2003,Pocket
10115,0312974256,Welcome to Temptation,Jennifer Crusie,2001,St. Martin's Paperbacks
10135,0312983824,Faking It,Jennifer Crusie,2003,St. Martin's Paperbacks
10160,0451203771,Scarlet Feather,Maeve Binchy,2002,Signet Book
10180,051512317X,Rising Tides,Nora Roberts,2001,Jove Books
10197,0515124214,Inner Harbor (Quinn Brothers (Paperback)),Nora Roberts,2001,Jove Books
10215,051513628X,Key of Light (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books
10245,0515136379,Key of Knowledge (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books
10279,0515136530,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)",Nora Roberts,2003,Jove Pubns
10317,0425147517,The Key to Midnight,Dean R. Koontz,1995,Berkley Publishing Group
10331,0767905385,Catch Me If You Can: The True Story of a Real Fake,Stan Redding,2000,Broadway
10352,0451169530,The Stand: Complete and Uncut,Stephen King,1991,Signet Book
10394,0316789089,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),Anita Shreve,1999,"Little, Brown"
10413,0345353145,Sphere,MICHAEL CRICHTON,1988,Ballantine Books
10471,0345354613,Eaters of the Dead,MICHAEL CRICHTON,1988,Ballantine Books
10486,0345378482,The Andromeda Strain,MICHAEL CRICHTON,1992,Ballantine Books
10520,0345378490,Congo,Michael Crichton,1995,Ballantine Books
10558,0345380371,Rising Sun,MICHAEL CRICHTON,1992,Ballantine Books
10600,0345402871,Airframe,Michael Crichton,1997,Ballantine Books
10625,034540288X,The Lost World,Michael Crichton,1996,Ballantine Books
10667,0345417623,Timeline,MICHAEL CRICHTON,2000,Ballantine Books
10720,0399145087,Black Notice,Patricia Daniels Cornwell,1999,Putnam Pub Group
10729,0684874350,ANGELA'S ASHES,Frank McCourt,1996,Scribner
10780,0786881852,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997,Hyperion
10820,0345384369,Intensity,DEAN KOONTZ,1996,Ballantine Books
10839,0345386108,Winter Moon,Dean R. Koontz,1995,Ballantine Books
10851,0425153975,The Eyes of Darkness,Dean R. Koontz,1996,Berkley Publishing Group
10869,0440206154,Red Dragon,Thomas Harris,2000,Dell Publishing Company
10939,0446603589,Absolute Power,David Baldacci,1996,Warner Books
10949,0446611778,Last Man Standing,David Baldacci,2002,Warner Vision
10958,1558745157,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,1997,Health Communications
10992,044651652X,The Bridges of Madison County,Robert James Waller,1992,Warner Books
11053,034543479X,A Widow for One Year,JOHN IRVING,2001,Fawcett
11063,0804115761,Thousand Acres,JANE SMILEY,1996,Ivy Books
11080,0743203631,Gap Creek: The Story Of A Marriage,Robert Morgan,2000,Touchstone
11095,0449003795,P Is for Peril,Sue Grafton,2002,Ballantine Books
11118,0451206525,Dead Sleep,Greg Iles,2002,Signet Book
11134,0515130389,Carolina Moon,Nora Roberts,2001,Jove Books
11160,0553564528,Guilty as Sin,TAMI HOAG,1997,Bantam
11175,0804111359,Secret History,DONNA TARTT,1993,Ballantine Books
11202,0140244824,Songs in Ordinary Time (Oprah's Book Club (Paperback)),Mary McGarry Morris,1996,Penguin Books
11225,0375702709,A Lesson Before Dying (Vintage Contemporaries (Paperback)),Ernest J. Gaines,1997,Vintage Books USA
11252,0446605239,The Notebook,Nicholas Sparks,1998,Warner Books
11335,0312924801,September,Rosamunde Pilcher,1991,St. Martin's Press
11351,0385472951,The Partner,John Grisham,1997,Doubleday Books
11370,0375727345,House of Sand and Fog,Andre Dubus III,2000,Vintage Books
11442,0060958022,Five Quarters of the Orange,Joanne Harris,2002,Perennial
11469,0345337662,Interview with the Vampire,Anne Rice,1993,Ballantine Books
11586,0440235596,Tara Road,Maeve Binchy,2000,Dell Publishing Company
11618,0446606812,Message in a Bottle,Nicholas Sparks,1999,Warner Vision
11669,0671568175,Let Me Call You Sweetheart,Mary Higgins Clark,1996,Pocket
11683,0671673688,While My Pretty One Sleeps,Mary Higgins Clark,1990,Pocket
11694,0671867091,Remember Me,Mary Higgins Clark,1995,Pocket
11710,0316693235,Violets Are Blue,James Patterson,2001,"Little, Brown"
11730,0399146253,The Last Precinct,Patricia Daniels Cornwell,2000,Putnam Publishing Group
11742,0399150897,Blow Fly: A Scarpetta Novel,Patricia Cornwell,2003,Putnam Publishing Group
11757,0425147584,Debt of Honor (Jack Ryan Novels),Tom Clancy,1997,Berkley Publishing Group
11774,044022103X,One True Thing,Anna Quindlen,1995,Dell
11796,0446613266,Four Blind Mice,James Patterson,2003,Warner Books
11809,068484477X,STONES FROM THE RIVER,Ursula Hegi,1997,Touchstone
11850,0446612545,The Beach House,James Patterson,2003,Warner Books
11881,0451524934,1984,George Orwell,1990,Signet Book
11938,0142000205,Icy Sparks,Gwyn Hyman Rubio,2001,Penguin Books
11981,0345439104,Drowning Ruth (Oprah's Book Club),CHRISTINA SCHWARZ,2001,Ballantine Books
12017,0373218192,Engaging The Enemy,Nora Roberts,2003,Silhouette
12030,0373484003,Irish Hearts,Nora Roberts,2000,Silhouette
12047,042510107X,Red Storm Rising,Tom Clancy,1997,Berkley Publishing Group
12071,0425180964,The Bear and the Dragon (Jack Ryan Novels),Tom Clancy,2001,Berkley Publishing Group
12085,0440122090,Echoes,Maeve Binchy,1989,Dell
12101,0446611867,A Bend in the Road,Nicholas Sparks,2002,Warner Books
12134,0373218036,"Truly, Madly Manhattan",Nora Roberts,2003,Silhouette
12151,0385498802,Bee Season: A Novel,Myla Goldberg,2001,Anchor Books/Doubleday
12173,0425152251,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,1996,Berkley Publishing Group
12204,0688177859,"Ahab's Wife: Or, The Star-Gazer: A Novel",Sena Jeter Naslund,2000,Perennial
12213,0802139256,Peace Like a River,Leif Enger,2002,Grove Press
12229,014025448X,At Home in Mitford (The Mitford Years),Jan Karon,1996,Viking Books
12254,0385497466,The Brethren,JOHN GRISHAM,2000,Doubleday
12272,0060977493,The God of Small Things,Arundhati Roy,1998,Perennial
12308,0743460529,Daddy's Little Girl,Mary Higgins Clark,2003,Pocket
12325,0446604666,Sick Puppy,Carl Hiaasen,2001,Warner Vision
12344,1878424319,The Four Agreements: A Practical Guide to Personal Freedom,Don Miguel Ruiz,1997,Amber-Allen Publishing
12367,039592720X,Interpreter of Maladies,Jhumpa Lahiri,1999,Houghton Mifflin Co
12386,0451153553,Misery,Stephen King,1988,New Amer Library
