,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
3283,0345404114,Sleepers,Lorenzo Carcaterra,1996,Ballantine Books
3301,0385479565,The Hot Zone,Richard Preston,1995,Anchor
3332,0451173139,Night over Water,Ken Follett,1992,Signet Book
3341,0553299506,Private Eyes (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1992,Bantam Books
3349,0553580930,A Man in Full,Tom Wolfe,1999,Bantam
3360,080410946X,Object Lessons,Anna Quindlen,1992,Ivy Books
3368,0804114986,The Bonesetter's Daughter,Amy Tan,2002,Ballantine Books
3405,0440414806,Holes (Yearling Newbery),LOUIS SACHAR,2000,Yearling
3430,0440224705,Hard Time (V.I. Warshawski Novels (Paperback)),SARA PARETSKY,2000,Dell
3440,0515115649,The Cat Who Came to Breakfast,Lilian Jackson Braun,1995,Jove Books
3447,0515129941,The Cat Who Robbed a Bank (Cat Who... (Paperback)),Lilian Jackson Braun,2001,Jove Books
3454,0671042858,The Girl Who Loved Tom Gordon,Stephen King,2000,Pocket
3488,0679745203,The English Patient,Michael Ondaatje,1996,Vintage Books USA
3531,0060391626,I Know This Much Is True (Oprah's Book Club),Wally Lamb,1998,Regan Books
3558,0060502258,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,2002,HarperTorch
3626,0060987561,I Know This Much Is True,Wally Lamb,1999,Regan Books
3667,0316734837,Fortune's Rocks : A Novel,Anita Shreve,2002,"Little, Brown"
3672,0345413881,Dr. Death (Alex Delaware Novels (Paperback)),Jonathan Kellerman,2001,Ballantine Books
3689,037582233X,Stargirl,JERRY SPINELLI,2002,Knopf Books for Young Readers
3702,0385475721,The Blind Assassin,Margaret Atwood,2000,Nan A. Talese
3718,0385729332,The Sisterhood of the Traveling Pants,Ann Brashares,2001,Delacorte Press
3739,0399142789,Conversations with God : An Uncommon Dialogue (Book 1),Neale Donald Walsch,1996,Putnam Publishing Group
3748,042511774X,Breathing Lessons,Anne Tyler,1994,Berkley Publishing Group
3764,0440236673,The Brethren,John Grisham,2000,Island
3806,0446604801,Jack &amp; Jill (Alex Cross Novels),James Patterson,1997,Warner Books
3835,0446606189,Cat &amp; Mouse (Alex Cross Novels),James Patterson,1998,Warner Books
3864,0446606383,The Midnight Club,James Patterson,1999,Warner Vision
3876,0446609323,Black Friday,James Patterson,1989,Warner Vision
3888,0449134482,Dances With Wolves,Michael Blake,1990,Fawcett Books
3899,0449223345,A Pirate Looks at Fifty,Jimmy Buffett,1999,Fawcett Books
3905,0553268880,The Prince of Tides,Pat Conroy,1987,Bantam Books
3938,0553572997,The Alienist,Caleb Carr,1995,Bantam Books
3983,0670869902,How Stella Got Her Groove Back,Terry McMillan,1996,Viking Books
4000,0671021001,She's Come Undone (Oprah's Book Club),Wally Lamb,1998,Pocket
4085,0671510053,SHIPPING NEWS,Annie Proulx,1994,Scribner
4132,0679459618,Dr. Death: A Novel,Jonathan Kellerman,2000,Random House Trade
4143,0679746048,"Girl, Interrupted",SUSANNA KAYSEN,1994,Vintage
4200,0684841347,ONE DAY MY SOUL JUST OPENED UP : 40 DAYS AND 40 NIGHTS TOWARD SPIRITUAL STRENGTH AND PERSONAL GROWTH,Iyanla Vanzant,1998,Fireside
4203,0811801802,Sabine's Notebook: In Which the Extraordinary Correspondence of Griffin &amp; Sabine Continues,Nick Bantock,1992,Chronicle Books
4224,1558743669,"A Child Called \It\"": One Child's Courage to Survive""",Dave Pelzer,1995,Health Communications
4270,0316969680,The Beach House,James Patterson,2002,"Little, Brown"
4293,0375703861,White Teeth: A Novel,Zadie Smith,2001,Vintage Books USA
4316,0743206045,Daddy's Little Girl,Mary Higgins Clark,2002,Simon &amp; Schuster
4331,0380600129,The Indian in the Cupboard,Lynne Reid Banks,1999,HarperTrophy
4341,0380702843,The Return of the Indian (Indian in the Cupboard),Lynne Reid Banks,1999,HarperTrophy
4350,039480001X,The Cat in the Hat,Dr. Seuss,1957,Random House Books for Young Readers
4368,044023722X,A Painted House,John Grisham,2001,Dell Publishing Company
4439,0312282990,The Amazing Adventures of Kavalier &amp; Clay,Michael Chabon,2001,Picador
4466,037541309X,Balzac and the Little Chinese Seamstress,Dai Sijie,2001,Alfred A. Knopf
4482,0826308791,The Education of Little Tree (A Zia Book),Forrest Carter,1986,University of New Mexico Press
4491,014023313X,The Stone Diaries,Carol Shields,1995,Penguin Books
4511,014029628X,Girl in Hyacinth Blue,Susan Vreeland,2000,Penguin Books
4546,038550926X,The Devil Wears Prada : A Novel,LAUREN WEISBERGER,2003,Doubleday
4573,0449005909,Nightshade,John Saul,2001,Ballantine Books
4583,0345443284,While I Was Gone,Sue Miller,1999,Ballantine Books
4625,0425128164,The Voice of the Night,Dean R. Koontz,1996,Berkley Publishing Group
4645,0316601950,The Pilot's Wife : A Novel,Anita Shreve,1999,Back Bay Books
4725,0452282152,Girl with a Pearl Earring,Tracy Chevalier,2001,Plume Books
4825,0345422384,Pandora: New Tales of the Vampires (New Tales of the Vampires),Anne Rice,1999,Ballantine Books
4842,0552998486,Chocolat,Joanne Harris,2000,Black Swan
4865,0425154092,From Potter's Field,Patricia Daniels Cornwell,1996,Berkley Publishing Group
4908,0380721643,Track of the Cat (Anna Pigeon Mysteries (Paperback)),Nevada Barr,1994,Avon Books
4922,0060173289,Divine Secrets of the Ya-Ya Sisterhood : A Novel,Rebecca Wells,1996,HarperCollins
4945,0060976845,Little Altars Everywhere: A Novel,Rebecca Wells,1996,Perennial
5024,0441478123,The Left Hand of Darkness (Remembering Tomorrow),Ursula K. Le Guin,1991,ACE Charter
5034,0156027321,Life of Pi,Yann Martel,2003,Harvest Books
5129,0553576801,The Perfect Husband,LISA GARDNER,1997,Bantam
5145,0312195516,The Red Tent (Bestselling Backlist),Anita Diamant,1998,Picador USA
5268,0385474016,"Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies",Laura Esquivel,1994,Anchor Books/Doubleday
5295,0446322180,Name of the Rose-Nla,Umberto Eco,1984,Warner Books
5307,0446608955,A Walk to Remember,Nicholas Sparks,2000,Warner Books
5358,0451137965,Thinner,Stephen King,1985,New Amer Library
5377,0553279378,I Know Why the Caged Bird Sings,MAYA ANGELOU,1983,Bantam
5406,0670892963,Bridget Jones : The Edge of Reason,Helen Fielding,2000,Viking Books
5442,0671028375,Fatal Voyage,Kathy Reichs,2002,Pocket
5457,0671683993,The Temple of My Familiar,Alice Walker,1990,Pocket
5467,0684872153,Angela's Ashes (MMP) : A Memoir,Frank McCourt,1999,Scribner
5509,006092988X,A Tree Grows in Brooklyn,Betty Smith,1998,Perennial
5522,0060930535,The Poisonwood Bible: A Novel,Barbara Kingsolver,1999,Perennial
5580,0060932139,The Unbearable Lightness of Being : A Novel (Perennial Classics),Milan Kundera,1999,Perennial
5591,0060934417,Bel Canto: A Novel,Ann Patchett,2002,Perennial
5645,0061009059,One for the Money (Stephanie Plum Novels (Paperback)),Janet Evanovich,1995,HarperTorch
5693,0061030430,Long Time No See,Susan Isaacs,2002,HarperTorch
5696,006440188X,The Secret Garden,Frances Hodgson Burnett,1998,HarperTrophy
5709,0140067477,The Tao of Pooh,Benjamin Hoff,1983,Penguin Books
5750,014100018X,Chocolat,Joanne Harris,2000,Penguin Books
5773,0142001740,The Secret Life of Bees,Sue Monk Kidd,2003,Penguin Books
5879,0310205719,The Purpose-Driven Life: What on Earth Am I Here For?,Rick Warren,2002,Zondervan Publishing Company
5896,0312966091,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,1998,St. Martin's Paperbacks
5942,031298328X,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003,St. Martin's Paperbacks
5966,0316096199,Lucky : A Memoir,Alice Sebold,2002,Back Bay Books
6029,0316168688,The Dogs of Babel (Today Show Book Club #12),Carolyn Parkhurst,2003,"Little, Brown"
6050,0316284955,White Oleander : A Novel (Oprah's Book Club),Janet Fitch,2000,Back Bay Books
6110,0316569321,White Oleander : A Novel,Janet Fitch,1999,"Little, Brown"
6163,0316602051,The Jester,James Patterson,2003,"Little, Brown"
6179,0316776963,Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books
6243,0316777730,Naked,David Sedaris,1998,Back Bay Books
6271,0345311396,Private Screening,Richard North Patterson,1994,Ballantine Books
6275,0345334019,Escape the Night,Richard North Patterson,1995,Ballantine Books
6278,0345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,J.R.R. TOLKIEN,1986,Del Rey
6342,0345361792,A Prayer for Owen Meany,John Irving,1990,Ballantine Books
6405,0345404769,Silent Witness,RICHARD NORTH PATTERSON,1997,Ballantine Books
6409,0345404777,No Safe Place,RICHARD NORTH PATTERSON,1999,Ballantine Books
6415,0345404785,Dark Lady,Richard North Patterson,2000,Ballantine Books
6417,0345412214,The Last Don,MARIO PUZO,1997,Ballantine Books
6423,0345413903,The Murder Book,Jonathan Kellerman,2003,Ballantine Books
6452,0345436911,The Dress Lodger (Ballantine Reader's Circle),Sheri Holman,2001,Ballantine Books
6476,0373484232,Stanislaski Sisters,Nora Roberts,2001,Silhouette
6489,0374199698,Middlesex: A Novel,Jeffrey Eugenides,2002,"Farrar, Straus and Giroux"
6512,0375703764,House of Leaves,Mark Z. Danielewski,2000,Pantheon Books
6532,0375727132,The Dive From Clausen's Pier : A Novel (Vintage Contemporaries (Paperback)),ANN PACKER,2003,Vintage
6551,0380710218,Postmortem,Patricia Daniels Cornwell,1993,Harper Mass Market Paperbacks (Mm)
6574,0380718332,All That Remains (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1993,Avon
6604,0385424736,The Rainmaker,John Grisham,1995,Doubleday Books
6626,0385482388,The Mistress of Spices,Chitra Banerjee Divakaruni,1998,Anchor Books/Doubleday
6645,0385484518,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",MITCH ALBOM,1997,Doubleday
6728,0385486804,Into the Wild,Jon Krakauer,1997,Anchor
6765,038548951X,Sister of My Heart,Chitra Banerjee Divakaruni,2000,Anchor Pub
6783,0385503857,Oryx and Crake,Margaret Atwood,2003,Nan A. Talese
6800,039304016X,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,1997,Little Brown and Company
6807,0399144463,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson,1998,Putnam Pub Group (Paper)
6838,0399145990,The River King,Alice Hoffman,2000,Putnam Publishing Group
6848,0399501487,Lord of the Flies,William Gerald Golding,1959,Perigee Trade
6912,0425107469,Watchers,Dean R. Koontz,1996,Berkley Publishing Group
6940,0425113884,Mortal Fear,Robin Cook,1989,Berkley Publishing Group
6952,0425116840,The Cardinal of the Kremlin (Jack Ryan Novels),Tom Clancy,1989,Berkley Publishing Group
6971,0425121631,Rules of Prey,John Sandford,1992,Berkley Publishing Group
6984,0425125467,Harmful Intent,Robin Cook,2001,Berkley Publishing Group
6990,0425131769,Vital Signs,Robin Cook,2001,Berkley Publishing Group
7000,0425133516,The Hunt for Red October (Jack Ryan Novels),Tom Clancy,1997,Berkley Publishing Group
7012,0425152898,Mind Prey,John Sandford,2004,Berkley Publishing Group
7023,0425155943,Contagion,Robin Cook,1998,Berkley Publishing Group
7033,0425158616,Cause of Death,Patricia Daniels Cornwell,1997,Berkley Publishing Group
7064,0425174271,Certain Prey,John Sandford,2000,Berkley Publishing Group
7077,0439064872,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,Scholastic
7167,0439136369,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,2001,Scholastic
7234,043936213X,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,2001,Scholastic
7256,044011585X,Crossings,DANIELLE STEEL,1987,Dell
7263,0440170796,The Promise,Danielle Steel,1978,Dell
7272,0440173922,The Ring,Danielle Steel,1983,Dell
7278,0440176484,Secrets,DANIELLE STEEL,1986,Dell
7289,0440185327,Thurston House,Danielle Steel,1984,Dell
7297,0440193613,Wanderlust,Danielle Steel,1987,Dell
7308,0440208459,Burn Marks (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1991,Dell
7316,0440213991,Guardian Angel,Sara Paretsky,1996,Dell Publishing Company
7324,0440217466,Vanished,Danielle Steel,1994,Dell
7331,0440221501,Lightning,DANIELLE STEEL,1996,Dell
7337,0440224764,The Partner,John Grisham,1998,Dell Publishing Company
7386,0440236061,Unfit to Practice,Perri O'Shaughnessy,2003,Dell Publishing Company
7396,0440236703,Tell No One,Harlan Coben,2002,Dell Publishing Company
7424,0440236738,Gone for Good,HARLAN COBEN,2003,Dell
7437,0441172717,Dune (Remembering Tomorrow),Frank Herbert,1996,ACE Charter
7474,0441627404,The Once and Future King,T. H. White,1987,Ace Books
7482,0446350982,Presumed Innocent,Scott Turow,1988,Warner Books
7494,0446600415,The Day After Tomorrow,Allan Folsom,1995,Warner Books
7501,0446602620,Blood Work,Michael Connelly,1998,Warner Books
7514,0446603716,Hide &amp; Seek,James Patterson,1996,Warner Books
7536,0446607193,Unspeakable,Sandra Brown,1999,Warner Books
7547,0446608890,Saving Faith,David Baldacci,2000,Warner Vision
7568,0449221482,J Is for Judgment,Sue Grafton,1999,Fawcett Books
7594,0449221504,K Is for Killer (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1999,Fawcett Books
7618,0451141083,Mindbend,Robin Cook,2001,Signet Book
7631,0451169522,Misery,Stephen King,2004,Penguin USA (Paper)
7656,0451177096,Dolores Claiborne,Stephen King,2004,Signet Book
7686,0451191153,The Fountainhead,Ayn Rand,1996,New American Library
7698,0451202503,The Songcatcher: A Ballad Novel,Sharyn McCrumb,2002,Signet Book
7707,0451203593,24 Hours,Greg Iles,2001,Signet Book
7713,0452284449,The Virgin Blue,Tracy Chevalier,2003,Plume Books
7736,0515128600,The Edge,Catherine Coulter,2000,Jove Books
7744,0515132020,Heaven and Earth (Three Sisters Island Trilogy),Nora Roberts,2003,Jove Books
7785,0515133302,Hemlock Bay,Catherine Coulter,2002,Jove Books
7794,0552996181,Behind the Scenes at the Museum,Kate Atkinson,1996,Black Swan
7813,0553271636,D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1988,Bantam
7850,0553274295,Where the Red Fern Grows,Wilson Rawls,1984,Random House Children's Books
7876,0553279556,E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1989,Bantam
7904,0553280341,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1986,Bantam
7950,0553280368,C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1987,Bantam
7979,0553571656,The Beekeeper's Apprentice,LAURIE R. KING,1996,Bantam
7994,0553571818,Long After Midnight,IRIS JOHANSEN,1997,Bantam
8001,0553573926,Vertical Run,Joseph R. Garber,1996,Bantam Books
8010,0553582755,One Door Away from Heaven,Dean R. Koontz,2002,Bantam Books
8042,0553801430,By the Light of the Moon,DEAN KOONTZ,2002,Bantam
8058,0671001795,Two for the Dough,Janet Evanovich,1996,Pocket
8113,067101417X,High Tide,Jude Deveraux,2000,Pocket
8119,0671016776,Gravity : A Novel of Medical Suspense,Tess Gerritsen,2000,Pocket
8125,0671741209,Stranger Is Watching,Mary Higgins Clark,1991,Pocket
8130,0679457313,The God of Small Things,Arundhati Roy,1997,Random House Inc
8140,0679459626,Flesh and Blood,Jonathan Kellerman,2001,Random House
8149,0679731148,A Year in Provence,Peter Mayle,1991,Vintage Books USA
8165,0679736042,Toujours Provence (Vintage Departures),Peter Mayle,1992,Vintage Books USA
8174,0679751521,Midnight in the Garden of Good and Evil,John Berendt,1999,Vintage Books USA
8205,0740723367,The Meaning Of Life,Bradley Trevor Greive,2002,Andrews McMeel Publishing
8220,0743406176,If Only It Were True,Marc Levy,2000,Atria
8230,0743412028,Pay It Forward,Catherine Ryan Hyde,2000,Pocket
8256,0743422910,The Constant Gardener,John le Carre,2001,Pocket
8263,0743457943,Trading Places,Fern Michaels,2003,Pocket Star
8273,0786866845,Ice Bound: A Doctor's Incredible Battle for Survival at the South Pole,Dr. Jerri Nielsen,2001,Miramax
8282,080410753X,The Kitchen God's Wife,Amy Tan,1992,Ivy Books
8327,0804108749,Saint Maybe,ANNE TYLER,1992,Ivy Books
8343,080411918X,A Patchwork Planet,ANNE TYLER,2001,Ballantine Books
8353,0877017883,Griffin &amp; Sabine: An Extraordinary Correspondence,Nick Bantock,1991,Chronicle Books
8384,0894803204,The Book of Questions,Gregory Stock,1987,Workman Publishing
8408,0894808249,All I Need to Know I Learned from My Cat,Suzy Becker,1990,Workman Publishing
8429,1400031354,Tears of the Giraffe (No.1 Ladies Detective Agency),Alexander McCall Smith,2002,Anchor
8478,1400034779,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,2003,Anchor
8538,0312144075,The Samurai's Garden : A Novel,Gail Tsukiyama,1996,St. Martin's Griffin
8548,0671027360,Angels &amp; Demons,Dan Brown,2001,Pocket Star
8658,0671038443,The Devil's Teardrop,Jeffery Deaver,2000,Pocket
8672,0385722206,Balzac and the Little Chinese Seamstress : A Novel,DAI SIJIE,2002,Anchor
8730,0312963297,Trunk Music (Detective Harry Bosch Mysteries),Michael Connelly,1998,St. Martin's Press
8733,0380718340,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1994,Avon
8777,042516098X,Hornet's Nest,Patricia Daniels Cornwell,1998,Berkley Publishing Group
8801,044022165X,The Rainmaker,JOHN GRISHAM,1996,Dell
8854,0440226414,Fortune's Hand,Belva Plain,2000,Dell Publishing Company
8858,0446612790,2nd Chance,James Patterson,2003,Warner Vision
8899,0449219364,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1991,Fawcett Books
8935,051512219X,Small Town Girl,Lavyrle Spencer,1998,Jove Books
8951,0553292722,Still Waters,TAMI HOAG,1992,Bantam
8962,0553571885,A Thin Dark Line (Mysteries &amp; Horror),TAMI HOAG,1998,Bantam
8973,014038572X,The Outsiders (Now in Speak!),S. E. Hinton,1997,Puffin Books
8995,0061092045,Honor Among Thieves,Jeffrey Archer,1994,HarperTorch
8997,0312979533,A Place of Execution,Val McDermid,2001,St. Martin's Paperbacks
9005,0345334531,Feast of All Saints,Anne Rice,1986,Ballantine Books
9025,0345351525,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books
9076,0373244487,Cordina's Crown Jewel,Nora Roberts,2002,Silhouette
9092,0380703882,Communion : A True Story,Whitley Strieber,1988,Avon
9105,0425146413,Night Prey,John Sandford,2004,Berkley Publishing Group
9117,0425150984,Glory in Death,J. D. Robb,2004,Berkley Publishing Group
9129,0425161242,Chromosome 6,Robin Cook,2000,Berkley Publishing Group
